,Unnamed: 0,rep,mut,api,model,tech,killed
372,372,2,props_1buggy_3.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
373,373,2,props_1buggy_2.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
374,374,2,props_1buggy_4.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
375,375,2,props_2buggy_3.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
376,376,2,props_2buggy_2.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
377,377,2,props_2buggy_1.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
378,378,2,props_2buggy_5.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
379,379,2,props_2buggy_4.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
380,380,2,props_3buggy_1.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
381,381,2,props_3buggy_5.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
382,382,2,props_3buggy_3.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
383,383,2,props_3buggy_4.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
384,384,2,props_3buggy_2.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
385,385,2,props_4buggy_4.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
386,386,2,props_4buggy_3.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
387,387,2,props_4buggy_1.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
388,388,2,props_4buggy_5.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
389,389,2,props_4buggy_2.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
390,390,2,props_5buggy_1.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
391,391,2,props_5buggy_2.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
392,392,2,props_5buggy_3.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
393,393,2,props_5buggy_5.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
394,394,2,props_5buggy_4.py,dateutil.parser.isoparse,gemini-1.5-pro-latest-final,pbt,0
395,395,2,props_1buggy_4.py,html.unescape,claude-3-opus-20240229,pbt,1
396,396,2,props_1buggy_5.py,html.unescape,claude-3-opus-20240229,pbt,1
397,397,2,props_1buggy_1.py,html.unescape,claude-3-opus-20240229,pbt,1
398,398,2,props_1buggy_2.py,html.unescape,claude-3-opus-20240229,pbt,1
399,399,2,props_1buggy_3.py,html.unescape,claude-3-opus-20240229,pbt,1
400,400,2,props_2buggy_1.py,html.unescape,claude-3-opus-20240229,pbt,1
401,401,2,props_2buggy_4.py,html.unescape,claude-3-opus-20240229,pbt,1
402,402,2,props_2buggy_5.py,html.unescape,claude-3-opus-20240229,pbt,1
403,403,2,props_2buggy_3.py,html.unescape,claude-3-opus-20240229,pbt,1
404,404,2,props_2buggy_2.py,html.unescape,claude-3-opus-20240229,pbt,1
405,405,2,props_3buggy_1.py,html.unescape,claude-3-opus-20240229,pbt,1
406,406,2,props_3buggy_2.py,html.unescape,claude-3-opus-20240229,pbt,1
407,407,2,props_3buggy_5.py,html.unescape,claude-3-opus-20240229,pbt,1
408,408,2,props_3buggy_4.py,html.unescape,claude-3-opus-20240229,pbt,1
409,409,2,props_3buggy_3.py,html.unescape,claude-3-opus-20240229,pbt,1
410,410,2,props_4buggy_4.py,html.unescape,claude-3-opus-20240229,pbt,0
411,411,2,props_4buggy_2.py,html.unescape,claude-3-opus-20240229,pbt,0
412,412,2,props_4buggy_1.py,html.unescape,claude-3-opus-20240229,pbt,0
413,413,2,props_4buggy_5.py,html.unescape,claude-3-opus-20240229,pbt,0
414,414,2,props_4buggy_3.py,html.unescape,claude-3-opus-20240229,pbt,0
415,415,2,props_5buggy_2.py,html.unescape,claude-3-opus-20240229,pbt,1
416,416,2,props_5buggy_4.py,html.unescape,claude-3-opus-20240229,pbt,1
417,417,2,props_5buggy_5.py,html.unescape,claude-3-opus-20240229,pbt,1
418,418,2,props_5buggy_1.py,html.unescape,claude-3-opus-20240229,pbt,1
419,419,2,props_5buggy_3.py,html.unescape,claude-3-opus-20240229,pbt,1
420,420,2,props_1buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt,1
423,423,2,props_1buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt,1
431,431,2,props_3buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt,0
432,432,2,props_3buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt,0
433,433,2,props_3buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt,0
434,434,2,props_3buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt,0
435,435,2,props_4buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt,0
436,436,2,props_4buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt,0
437,437,2,props_4buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt,0
438,438,2,props_4buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt,0
439,439,2,props_4buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt,0
440,440,2,props_5buggy_5.py,networkx.maximum_flow,gpt-4-final,pbt,0
441,441,2,props_5buggy_3.py,networkx.maximum_flow,gpt-4-final,pbt,0
442,442,2,props_5buggy_2.py,networkx.maximum_flow,gpt-4-final,pbt,0
443,443,2,props_5buggy_1.py,networkx.maximum_flow,gpt-4-final,pbt,0
444,444,2,props_5buggy_4.py,networkx.maximum_flow,gpt-4-final,pbt,0
447,447,2,props_1buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
448,448,2,props_1buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,0
449,449,2,props_1buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,0
451,451,2,props_2buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
452,452,2,props_2buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
453,453,2,props_2buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
454,454,2,props_2buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,1
455,455,2,props_3buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
456,456,2,props_3buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
457,457,2,props_3buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
458,458,2,props_3buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,0
459,459,2,props_3buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,0
460,460,2,props_4buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
461,461,2,props_4buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,1
462,462,2,props_4buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,1
463,463,2,props_4buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,0
464,464,2,props_4buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,0
465,465,2,props_5buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,1
466,466,2,props_5buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
467,467,2,props_5buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,0
468,468,2,props_5buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,0
469,469,2,props_5buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,0
470,470,2,props_1buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
472,472,2,props_1buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
473,473,2,props_1buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
474,474,2,props_1buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
476,476,2,props_2buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
477,477,2,props_2buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
478,478,2,props_2buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
479,479,2,props_2buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
480,480,2,props_3buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
481,481,2,props_3buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
482,482,2,props_3buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
483,483,2,props_3buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
484,484,2,props_3buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
485,485,2,props_4buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
486,486,2,props_4buggy_3.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
487,487,2,props_4buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
488,488,2,props_4buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
489,489,2,props_4buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
490,490,2,props_5buggy_2.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,1
492,492,2,props_5buggy_4.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
493,493,2,props_5buggy_1.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
494,494,2,props_5buggy_5.py,zlib.adler32,gemini-1.5-pro-latest-final,pbt,0
495,495,2,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
496,496,2,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
497,497,2,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
498,498,2,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
499,499,2,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
502,502,2,props_2buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,1
504,504,2,props_2buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,1
515,515,2,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
516,516,2,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
517,517,2,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
518,518,2,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
519,519,2,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
530,530,2,props_3buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
531,531,2,props_3buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
532,532,2,props_3buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
533,533,2,props_3buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
534,534,2,props_3buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
535,535,2,props_4buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
536,536,2,props_4buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
537,537,2,props_4buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
538,538,2,props_4buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
539,539,2,props_4buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
540,540,2,props_5buggy_2.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
541,541,2,props_5buggy_5.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
542,542,2,props_5buggy_4.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
543,543,2,props_5buggy_1.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
544,544,2,props_5buggy_3.py,datetime.date.isocalendar,gemini-1.5-pro-latest-final,pbt_and_props,0
546,546,2,props_1buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
547,547,2,props_1buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
548,548,2,props_1buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
549,549,2,props_1buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
552,552,2,props_2buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
553,553,2,props_2buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
554,554,2,props_2buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
555,555,2,props_3buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
556,556,2,props_3buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
557,557,2,props_3buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
558,558,2,props_3buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
559,559,2,props_3buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
561,561,2,props_4buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
562,562,2,props_4buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
563,563,2,props_4buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
564,564,2,props_4buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
569,569,2,props_5buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
570,570,2,props_1buggy_5.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
571,571,2,props_1buggy_1.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
572,572,2,props_1buggy_2.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
573,573,2,props_1buggy_4.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
574,574,2,props_1buggy_3.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
575,575,2,props_2buggy_2.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
576,576,2,props_2buggy_1.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
577,577,2,props_2buggy_3.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
578,578,2,props_2buggy_5.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
579,579,2,props_2buggy_4.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
580,580,2,props_3buggy_3.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
581,581,2,props_3buggy_5.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
582,582,2,props_3buggy_2.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,0
583,583,2,props_3buggy_4.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
584,584,2,props_3buggy_1.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
585,585,2,props_4buggy_2.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
586,586,2,props_4buggy_5.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,0
587,587,2,props_4buggy_4.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
588,588,2,props_4buggy_3.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,0
589,589,2,props_4buggy_1.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
590,590,2,props_5buggy_5.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
592,592,2,props_5buggy_1.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
593,593,2,props_5buggy_3.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
594,594,2,props_5buggy_4.py,datetime.timedelta.total_seconds,claude-3-opus-20240229,pbt_and_props,1
600,600,2,props_2buggy_1.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,1
601,601,2,props_2buggy_3.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
602,602,2,props_2buggy_4.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
603,603,2,props_2buggy_2.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
604,604,2,props_2buggy_5.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
605,605,2,props_3buggy_4.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,1
606,606,2,props_3buggy_1.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
607,607,2,props_3buggy_5.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
608,608,2,props_3buggy_2.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
609,609,2,props_3buggy_3.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
610,610,2,props_4buggy_1.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,1
611,611,2,props_4buggy_3.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,1
612,612,2,props_4buggy_5.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,1
613,613,2,props_4buggy_4.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
614,614,2,props_4buggy_2.py,html.escape,gemini-1.5-pro-latest-final,pbt_and_props,0
620,620,2,props_1buggy_1.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
621,621,2,props_1buggy_4.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
622,622,2,props_1buggy_2.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
623,623,2,props_1buggy_5.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
624,624,2,props_1buggy_3.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
625,625,2,props_2buggy_3.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
626,626,2,props_2buggy_5.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
627,627,2,props_2buggy_2.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
628,628,2,props_2buggy_1.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
629,629,2,props_2buggy_4.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
630,630,2,props_3buggy_2.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
631,631,2,props_3buggy_4.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
632,632,2,props_3buggy_1.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
633,633,2,props_3buggy_5.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
634,634,2,props_3buggy_3.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
635,635,2,props_4buggy_1.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
636,636,2,props_4buggy_2.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
637,637,2,props_4buggy_3.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
638,638,2,props_4buggy_4.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
639,639,2,props_4buggy_5.py,html.unescape,claude-3-opus-20240229,pbt_and_props,0
640,640,2,props_5buggy_4.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
641,641,2,props_5buggy_5.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
642,642,2,props_5buggy_2.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
643,643,2,props_5buggy_3.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
644,644,2,props_5buggy_1.py,html.unescape,claude-3-opus-20240229,pbt_and_props,1
645,645,2,props_1buggy_4.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
646,646,2,props_1buggy_5.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
647,647,2,props_1buggy_2.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
648,648,2,props_1buggy_1.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
649,649,2,props_1buggy_3.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
650,650,2,props_2buggy_5.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
651,651,2,props_2buggy_3.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
652,652,2,props_2buggy_1.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
653,653,2,props_2buggy_4.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
654,654,2,props_2buggy_2.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
655,655,2,props_3buggy_3.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
656,656,2,props_3buggy_5.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
657,657,2,props_3buggy_4.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
658,658,2,props_3buggy_2.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
659,659,2,props_3buggy_1.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
660,660,2,props_4buggy_3.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
661,661,2,props_4buggy_2.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
662,662,2,props_4buggy_5.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
663,663,2,props_4buggy_1.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
664,664,2,props_4buggy_4.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
665,665,2,props_5buggy_1.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
666,666,2,props_5buggy_2.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
667,667,2,props_5buggy_5.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
668,668,2,props_5buggy_3.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
669,669,2,props_5buggy_4.py,networkx.find_cycle,gpt-4-final,pbt_and_props,0
670,670,2,props_2buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,1
671,671,2,props_2buggy_1.py,pandas.isna,gpt-4-final,pbt_and_props,1
672,672,2,props_2buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,1
673,673,2,props_2buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,1
674,674,2,props_2buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,1
675,675,2,props_3buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,1
676,676,2,props_3buggy_1.py,pandas.isna,gpt-4-final,pbt_and_props,1
677,677,2,props_3buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,1
678,678,2,props_3buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,1
679,679,2,props_3buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,0
681,681,2,props_4buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,0
682,682,2,props_4buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,0
683,683,2,props_4buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,0
684,684,2,props_4buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,0
691,691,2,props_1buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
692,692,2,props_1buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
693,693,2,props_1buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,0
694,694,2,props_1buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,0
696,696,2,props_2buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
697,697,2,props_2buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
698,698,2,props_2buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
699,699,2,props_2buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,0
700,700,2,props_3buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
701,701,2,props_3buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
702,702,2,props_3buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
703,703,2,props_3buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
704,704,2,props_3buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
705,705,2,props_4buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
706,706,2,props_4buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
707,707,2,props_4buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
708,708,2,props_4buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
709,709,2,props_4buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
711,711,2,props_5buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
712,712,2,props_5buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
713,713,2,props_5buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
714,714,2,props_5buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt_and_props,1
716,716,2,props_1buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
717,717,2,props_1buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
718,718,2,props_1buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
719,719,2,props_1buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,0
720,720,2,props_2buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
721,721,2,props_2buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
722,722,2,props_2buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
724,724,2,props_2buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
725,725,2,props_3buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
726,726,2,props_3buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
727,727,2,props_3buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
728,728,2,props_3buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
729,729,2,props_3buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,0
730,730,2,props_4buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
731,731,2,props_4buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,0
732,732,2,props_4buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
